Id	Location	Type
10736	Fazekas-völgy	locality
10737	Hidaspetre	locality
10738	Borjú-völgy	locality
10739	Állattartó telep	farm
10740	Állattartó telep	farm
10741	Baloghtanya	farm
10742	Bálinttanya	farm
10743	Újladány	suburb
10744	Kerekszigettanya	farm
10745	Nagyhagymástanya	farm
10746	Nánásitanya	farm
10747	Perectanya	farm
10748	Pusztatanya	farm
10749	Romváritanya	farm
10750	Vargatanya	farm
10751	Bika-legelő	locality
10752	Bivalyfürdő	locality
10753	Messzelátó-Sóstó	suburb
10754	Kepecs-tag	locality
10755	Kucskártanya	farm
10756	Kincsestanya	farm
10757	Bedepuszta	hamlet
10758	Palotavárosi garázstelep	locality
10759	Dinnye dűlő	locality
10760	Régi temető	locality
10761	Új temető	locality
10762	Belső-Peskő-rét	locality
10763	Csókás	locality
10764	Csókás-lápa	locality
10765	Galyas-lápa	locality
10766	Peskő-rét	locality
10767	Sáros-völgy	locality
10768	Kishatvan	suburb
10769	Dunaszekcsői-löszfal	locality
10770	Újváros-lakótelep	suburb
10771	Kenyeri-hegy	locality
10772	Fáncsiktanya	farm
10773	Rétimajor	farm
10774	Cáki-erdő	locality
10775	Gesztenyések	locality
10776	Harang-alja	hamlet
10777	Hegyvámos-erdő	locality
10778	Hercegi-erdő	locality
10779	Városi-erdő	locality
10780	Égett-erdő	locality
10781	Volt határőr örs	locality
10782	Sissy-liget	locality
10783	Fábiántanya	farm
10784	Libástanya	farm
10785	Szilvarév-zug	locality
10786	Kámánhegy	locality
10787	Magas-erdő	locality
10788	Honvéd sziget	locality
10789	Tőzikés erdő	locality
10790	Pityer-domb	locality
10791	Széplaki magaslat	locality
10792	Szent György-hegy	locality
10793	Somos-tető	locality
10794	Somág-tető	locality
10795	Csibe-hegy	locality
10796	Macskabükk	locality
10797	Nagy-rét	locality
10798	Volt Alsópatlan puszta	locality
10799	Bagaméri-erdő	locality
10800	Ligettanya	farm
10801	Jugó-kő	locality
10802	Som-tető	locality
10803	Ezüstszőlők	locality
10804	Ószőlő	locality
10805	Tubicai-oldal	locality
10806	Dereszla	locality
10807	Engesztelő-rét	locality
10808	Szikla folyosó	locality
10809	Ökofalu	locality
10810	Cigléd-dűlő	locality
10811	Csordajárás	locality
10812	Dianna-lápa	locality
10813	Dobogó-bérc	locality
10814	Sóhely-lápa	locality
10815	Hergyimó-dűlő	locality
10816	Kerékkötő-lápa	locality
10817	Közép-hegy-dűlő	locality
10818	Nagy-Lapos	locality
10819	Nagy-verő	locality
10820	Nyugodó	locality
10821	Pulykási-erdő	locality
10822	Puszta-hegy	locality
10823	Magas-puszta	locality
10824	Hegy-tető	locality
10825	Vecsey tag	locality
10826	Ősborókás	locality
10827	Kis-Szőlő-tető	locality
10828	Szikszói ÁG	farm
10829	Buckás	locality
10830	Vízmű	suburb
10831	Cigány-tanya	locality
10832	Fátyolvölgy	locality
10833	Galbács	locality
10834	Gyepföld	locality
10835	Hosszú-völgy	locality
10836	Hármashatár	locality
10837	Kakas-hegy	locality
10838	Kisasszony-völgy	locality
10839	Kopasz-hegy	locality
10840	Lipina	locality
10841	Mogyorósi-lejáró	locality
10842	Pina-völgy	locality
10843	Sashegy-bérc	locality
10844	Szőlő-hegy	locality
10845	Tövesmajor	farm
10846	Vitéz-földek	locality
10847	Fácánostanya	farm
10848	Dél-Dunántúl	locality
10849	Nyugat-Dunántúl	locality
10850	Észak-magyarországi falu	locality
10851	Fornapuszta	farm
10852	Hársas-oldal	locality
10853	Móriczmajor	farm
10854	Századostanya	farm
10855	Nárai-erdő	locality
10856	Pisztrángtelep	farm
10857	Gadány	locality
10858	Masa-tető	locality
10859	Masa-oldal	locality
10860	Péterhalom	hamlet
10861	Ebesi Mgtsz	farm
10862	Kelő lakópark	suburb
10863	Les-oldal	locality
10864	Lozák	locality
10865	Felsőfalu	hamlet
10866	Kő-hegy	locality
10867	Pincesor	locality
10868	Kis-hegy	locality
10869	Császta	hamlet
10870	Újtelep	hamlet
10871	Vasútállomás környéke	hamlet
10872	Kantár-hegy	locality
10873	Héthárs-tető	locality
10874	Cibróka	locality
10875	Urasági-erdő	locality
10876	Boszorkány-rét	locality
10877	Dénesmajori Csigás-erdő	locality
10878	Béla-major	locality
10879	Szilágypuszta	hamlet
10880	Egyházbér	hamlet
10881	Kisbodolya	hamlet
10882	Diriskó-hegy	locality
10883	Sikondai erdő	locality
10884	Csóka-kő	locality
10885	Cser-tető	locality
10886	Cserma-alja	locality
10887	Malom-erdő	locality
10888	Nagy-mező	locality
10889	Arany-hegy	locality
10890	Nádasdi-hegy	locality
10891	Szent Ferenc Állatotthon Alapítvány	farm
10892	Surgótmajor	locality
10893	Hideg-oldal	locality
10894	Madách Imre Mezőgazdasági Zrt.	farm
10895	Szarvasfarm	farm
10896	Vaddisznófarm	farm
10897	Csokoládépuszta	locality
10898	Bácskapuszta	locality
10899	Kispuszta	locality
10900	Bakópuszta	locality
10901	Ellendpuszta	locality
10902	Bogádpuszta	locality
10903	Danitzpuszta	locality
10904	Bottyán-tói-földek	locality
10905	Csapásiföldek	locality
10906	Csillék alatti-dűlő	locality
10907	Csont-kúti-földek	locality
10908	Gyöpöki-földek	locality
10909	Kenyérmező	locality
10910	Kenyérmező-major	locality
10911	Kolozsi-úton túli-dűlő	locality
10912	Kolozson túli dűlő	locality
10913	Lapos-dűlő	locality
10914	Laposiföldek	locality
10915	Palincsártanya	locality
10916	Zsidód	locality
10917	Víz-völgy	locality
10918	Bikádi-völgy	locality
10919	BAUMIT	locality
10920	Sörház-völgy	locality
10921	Szentmiklós-hegy	locality
10922	Szilágypusztai víztároló	locality
10923	Szilágypusztai halastavak	locality
10924	Nagypalli halastavak	locality
10925	Bába-hegy	locality
10926	Osztott-földek	locality
10927	Sima-dűlő	locality
10928	Szabad-földek	locality
10929	Alcsevica	locality
10930	Bubán-hegy	locality
10931	Dugacske	locality
10932	Határdűlő	locality
10933	Tófenék	locality
10934	Rinkovce	locality
10935	Tófenék	locality
10936	Tófenék	locality
10937	Fekedi-erdő	locality
10938	Under-völgy	locality
10939	Virágos	locality
10940	Cseresznyés	locality
10941	Héhwald	hamlet
10942	Volt sípálya	locality
10943	Hosszú-hegy (Langeberg)	locality
10944	Vár-hegy	locality
10945	Lankás-dűlő	locality
10946	Váralja	locality
10947	Dobosvölgy	hamlet
10948	Bika-domb	locality
10949	Sport-völgy	locality
10950	Magyarfalu	hamlet
10951	Rácfalu	hamlet
10952	Bányatelep	hamlet
10953	Budaábrány	suburb
10954	Öreg-hegy	locality
10955	Vízköz-dűlő	locality
10956	Templom-dűlő	locality
10957	Fonyó-hát	locality
10958	Nagyerdei-völgy	locality
10959	Fajtakísérleti állomás	farm
10960	Síróhegy	hamlet
10961	Pókföld	hamlet
10962	Zsigerhát	hamlet
10963	Nagynyomás	hamlet
10964	Rávágy	hamlet
10965	Szentkút	hamlet
10966	Járandó	hamlet
10967	Kis-Kőris-árok	locality
10968	Nagy-Kőris-árok	locality
10969	Sul Peter-árok	locality
10970	Újtelep	suburb
10971	Lujzamajor	locality
10972	Szuhajdomb	suburb
10973	Perekac	suburb
10974	Elhagyott légvédelmi bázis	locality
10975	Fácános	locality
10976	Furkótelep	hamlet
10977	Antalszállás	hamlet
10978	Pestiházak	farm
10979	Ósükösd	hamlet
10980	Hild	hamlet
10981	Tilalmas-tető	locality
10982	Kunfehértó-Üdülőterület	suburb
10983	Görösgal	suburb
10984	Öregcsorva	suburb
10985	Máriakönnye (Vodica)	locality
10986	Cserkút-Plató	locality
10987	Nagy-Hallgató	locality
10988	Albertakna	hamlet
10989	Rauakna	hamlet
10990	Baksaháza	hamlet
10991	Szentkútpuszta	locality
10992	Alsó-hegy	locality
10993	Felső-hegy	locality
10994	Berényi-hegy	locality
10995	Öreg-bokros	locality
10996	Üdülőtelep	hamlet
10997	Tömördpuszta	hamlet
10998	Fáspuszta	hamlet
10999	Kisberki	hamlet
11000	Újtelep	hamlet
11001	Béketelep	hamlet
11002	Barackos	locality
11003	Beszermény	locality
11004	Bérc	locality
11005	Cseres	locality
11006	Gyepű	locality
11007	Gyükeres	locality
11008	Ökörkő	locality
11009	Eresztvény	locality
11010	Galagonyás	locality
11011	Harmincó	locality
11012	Kőkútbükk	locality
11013	Berek	locality
11014	Kőalja	locality
11015	Nádas nyírjes	locality
11016	Suba hegyes	locality
11017	Szilvás	locality
11018	Bodolyó	locality
11019	Dolinka Pihenőpark	locality
11020	Csernik	locality
11021	Hosszú-bérc	locality
11022	Peres	locality
11023	Ösztön bikk	locality
11024	Fánya-kő	locality
11025	Magas vető	locality
11026	Káposztáskert	locality
11027	Akol Laposd	locality
11028	Bárna-bérc	locality
11029	Dergő	locality
11030	Hegyesd	locality
11031	Pétervölgy bérc	locality
11032	Tajd	locality
11033	Kós-ortvány	locality
11034	Liba-hegy	locality
11035	Csengő	locality
11036	Gyonkos	locality
11037	Kósa vára	locality
11038	Kósavára magos	locality
11039	Közép-hegy	locality
11040	Tordás	locality
11041	Korpás	locality
11042	Nagy-árnyék	locality
11043	Nagy-árnyék	locality
11044	Tormás	locality
11045	Pecsenyésző	locality
11046	Sirmány	locality
11047	Vadókás	locality
11048	Szőlőhegy	suburb
11049	Rebeczpuszta	locality
11050	Madárdalos pihenő	locality
11051	Szabadi major	locality
11052	Kisvarsány	suburb
11053	Nagyvarsány	suburb
11054	Csűrkert	suburb
11055	Dózsatelep	suburb
11056	Felszeg	suburb
11057	Rákóczitelep	suburb
11058	Zsófiaváros	suburb
11059	Égetőhegy	suburb
11060	Öregfalu	suburb
11061	81-es majori tehenészet	locality
11062	73-as major	locality
11063	18-as major	locality
11064	48-as major	locality
11065	20-as major	locality
11066	Nyéki major	locality
11067	Endremajor	farm
11068	Kopasz-major	locality
11069	Henrik major	locality
11070	Domariba-sziget	island
11071	Büdöskúti erdő	locality
11072	Alsótengelic	farm
11073	Katalin-major	hamlet
11074	Középtengelic	farm
11075	Alsóhídvég	farm
11076	Jánosmajor	hamlet
11077	Kishídja	farm
11078	Középhídvég	farm
11079	Amáliatelep	hamlet
11080	Felsőtelep	hamlet
11081	Diószegi tanya	farm
11082	Horváth tanya	hamlet
11083	Pörös	locality
11084	Öreg Kovács	locality
11085	Szodonka-tető	locality
11086	Szőlő-mál-tető	locality
11087	Gúla-tető	locality
11088	Rúbanec	locality
11089	Anasztáziapuszta	farm
11090	Kovácsszer	suburb
11091	Városszer	suburb
11092	Égésszer	suburb
11093	Rózsaliget	suburb
11094	Csikórét	locality
11095	Agyagos-hegy	locality
11096	Hagenmacher bükk	locality
11097	Hajdútemető	locality
11098	Három-sarok	locality
11099	Hárs-hegy	locality
11100	Mohár-dűlő	locality
11101	Pete-hegy	locality
11102	Szajkós oldal	locality
11103	Új-hegy	locality
11104	Hárs-bükk	locality
11105	Vékony cser	locality
11106	Jancsár	locality
11107	Alsó-Körtvélyes	locality
11108	Felső-Körtvélyes	locality
11109	Nagyverő	locality
11110	Bánföld	locality
11111	Vendégszél	locality
11112	Külsőszer	locality
11113	Alsószeri-hegy	locality
11114	Magyar-erdő	locality
11115	Vörös-föld	locality
11116	Széles-földek	locality
11117	Kövecses	locality
11118	Csiga-föld	locality
11119	Hosszú-föld	locality
11120	Kígyó-földek	locality
11121	Sűrű-erdő	locality
11122	Csimba	locality
11123	Gombászó	locality
11124	Nagy-Nyíres	locality
11125	Egresd	locality
11126	Körtvélyes	locality
11127	Halom	locality
11128	Szőlőkert	locality
11129	Gárdony	locality
11130	Róna-dűlő	locality
11131	Zábhegy	locality
11132	Szőlőn kívül	locality
11133	Hársas	locality
11134	Zsilavec	farm
11135	Feketetó	locality
11136	Kiserdő	locality
11137	Nagy-erdő	locality
11138	Nagyárok tábla	locality
11139	Gödör-erdők	locality
11140	Pihenő	locality
11141	Irtás	locality
11142	Hegyvám-föld	locality
11143	Agyagos	locality
11144	Kispataki-dűlő	locality
11145	Csatrét	locality
11146	Róna	locality
11147	Vadalmás	locality
11148	Kavicsos	locality
11149	Balázs-dűlő	locality
11150	Lugosi-dűlő	locality
11151	Nyíres	locality
11152	Papszer	locality
11153	Felső-Cserta	locality
11154	Templomszer	locality
11155	Külső-cser	locality
11156	Nagyhegy	locality
11157	Csúsztató	locality
11158	Kondorfai-erdők	locality
11159	Alsó-erdő	locality
11160	Sáfrány-hegy	locality
11161	Gréci-fenyves	locality
11162	Hosszú-fenyves	locality
11163	Aszalós	locality
11164	Zörgő	locality
11165	Telek-völgy	locality
11166	Szelite	locality
11167	Szarka-hegy	locality
11168	Barkás-tó	locality
11169	Tóhegy	locality
11170	Csepeles	locality
11171	Nyíres	locality
11172	Sinkó	locality
11173	Eklézsia szállás	locality
11174	Felsőszer	locality
11175	Kis-Kúria	locality
11176	Baloda	locality
11177	Keleti út felőli földek	locality
11178	Mezei-föld	locality
11179	Fenyves	locality
11180	Uradalmi Alsó-fenyves	locality
11181	Alsó-Szarka-hegy	locality
11182	Felső-szőlő	locality
11183	Közép-Szarka-hegy	locality
11184	Dandarics	locality
11185	Sáfrányos	locality
11186	Alsó-szőlő	locality
11187	Malue	locality
11188	Kapus-erdő	locality
11189	Türnyek	locality
11190	Stavlanicza	locality
11191	Málnás	locality
11192	Mogyorós	locality
11193	Glavke	locality
11194	Csetinye	locality
11195	Bérc	locality
11196	Veres-oldal	locality
11197	Újtelep	suburb
11198	Szabadságtanya	suburb
11199	Akasztófákalja	locality
11200	Kerek-domb	locality
11201	Kis-erdő	locality
11202	Temető-domb	locality
11203	Ordaspuszta	suburb
11204	Karecs-jarek	locality
11205	Szetecsi-dűlő	locality
11206	Divocsin-jarek	locality
11207	Jakobi-jarek	locality
11208	Szetecs-jarek	locality
11209	Cserklen	locality
11210	Brezdin	locality
11211	Szölnöki-erdő	locality
11212	Petőfi lakótelep	hamlet
11213	Lajos major	locality
11214	Balogh-tanya	locality
11215	Banzsa-réti-árok	locality
11216	Belső-tacska	locality
11217	Bütény	locality
11218	Cigány-dombi-dűlő	locality
11219	Cinca-Csíkgát	locality
11220	Csapás-dűlő	locality
11221	Csóka-kút-dűlő	locality
11222	Hosszú-rét-dűlő	locality
11223	Kajári-útra-dűlő	locality
11224	Kis-hegyi-dűlő	locality
11225	Komló-völgy	locality
11226	Korintus	locality
11227	Körtefa-dűlő	locality
11228	Laposi-dűlő	locality
11229	Laposi-legelő	locality
11230	Lencse-szer-dűlő	locality
11231	Pál halála dűlő	locality
11232	Páskom	locality
11233	Röcsöge-hegy	locality
11234	Szilas-úti-dűlők	locality
11235	Tikacs	locality
11236	Égett-makkosi-dűlő	locality
11237	Öreg-hegy	locality
11238	Új-hegy	locality
11239	Alsó-hegy	locality
11240	Baksári-dűlő	locality
11241	Erzsébeti-földek	locality
11242	Fácánosi-dűlő	locality
11243	Fülei-szél-dűlő	locality
11244	Gyula-major	locality
11245	Hosszú-hegy	locality
11246	Kis-lapos	locality
11247	Kölestelek-csapás-dűlő	locality
11248	Kőhegy alatti dűlő	locality
11249	Mogyoró-szeg-dűlő	locality
11250	Rakoncai-dűlő	locality
11251	Rekettyés	locality
11252	Sarok-dűlő	locality
11253	Somlyay-szél	locality
11254	Szappanos	locality
11255	Vadkerti-dűlő	locality
11256	Öreg-tilos-alj	locality
11257	Írisz-major	locality
11258	Csendesrét	suburb
11259	Mecsek	hamlet
11260	Rózsás	hamlet
11261	Gerézdpuszta	hamlet
11262	gánátos domboldal	locality
11263	Tetvészkedő	locality
11264	Csicsergő-sziget	locality
11265	Miklósvár	hamlet
11266	Basatanya	farm
11267	Tisztató-tanya	locality
11268	Bobpálya	locality
11269	Nagykapros	farm
11270	Tulics-tanya	farm
11271	Kajánújfalu	suburb
11272	Zsippó	farm
11273	Kaposdada	farm
11274	Bárdibükk	farm
11275	Nagyszög	farm
11276	Farkasverem	locality
11277	Gejzír-mező	locality
11278	Kapu-irtás	locality
11279	Lapi-dűlő	locality
11280	Ráta	locality
11281	Szarkádi-dűlő	locality
11282	Szarkádi-erdő	locality
11283	Füredi-II. (volt Hunyadi János) Laktanya	locality
11284	Radován tér	suburb
11285	kavicsos	locality
11286	Árkus	suburb
11287	Szásztelek	suburb
11288	Iván-hát	locality
11289	Váralja	locality
11290	Birkásmajor	farm
11291	Billege	locality
11292	Kőkapu	locality
11293	Ávorsai-rét	locality
11294	Köbölkút	locality
11295	Veltner-erdő	locality
11296	Rizapuszta	farm
11297	Tóti-erdő	locality
11298	Véndeki-erdő	locality
11299	Tagyon-hegy	locality
11300	egykori kráter	locality
11301	Szent Mihály-domb	locality
11302	Zádor-hegy	locality
11303	Evetes-völgy	locality
11304	Sátor-hegy	locality
11305	Malom-völgy	locality
11306	Rom-kúti völgy	locality
11307	Kőgát	locality
11308	Kőgát	locality
11309	Szerencsi Ipari Park	suburb
11310	Göntérpuszta	farm
11311	Billei erdő	locality
11312	Dinnye-szőlő	locality
11313	Fehér-szirt	locality
11314	Som-kerülő	locality
11315	Öreg-szirt	locality
11316	Keresztúri-erdő	locality
11317	Kab-hegy	locality
11318	Kiskérpuszta	suburb
11319	Hórakó	locality
11320	Budaberke	suburb
11321	Világos-tér	locality
11322	Köves-mező	locality
11323	Vízfő	locality
11324	Liliom puszta-major	hamlet
11325	Ostrov	locality
11326	Rychtárske zeme	locality
11327	Veľké diely	locality
11328	Vincova	locality
11329	Diós	suburb
11330	Hársas-lapos	locality
11331	Likaskő	locality
11332	Deszkáspuszta	locality
11333	Ófalu	hamlet
11334	Újfalu	hamlet
11335	Tőkés-tó elágazás	locality
11336	Szelep tanya romjai	locality
11337	Gomboldás-dűlő	locality
11338	Őrhalom-dűlő	locality
11339	Luka-lapos	locality
11340	Borsószer-dűlő	locality
11341	Kis-mező-dűlő	locality
11342	Kállai-dűlő	locality
11343	Alsópázsit-dűlő	locality
11344	Szarvas-sziget	locality
11345	Kerekes-dűlő	locality
11346	Cserebokor-dűlő	locality
11347	Tar Péter-dűlő	locality
11348	Közös-tag	locality
11349	Klár-tag	locality
11350	Kis-Tag	locality
11351	Sár-Telek	locality
11352	Sámod-dűlő	locality
11353	Nagy-lapos	locality
11354	Kocsora-völgy-dűlő	locality
11355	Alsó-Piritó	locality
11356	Halom-hegyi dűlő	locality
11357	Homoki-dűlő	locality
11358	Szílva-völgy dűlő	locality
11359	Kistanya-dűlő	locality
11360	Kecskés	locality
11361	Hármas-dűlő	locality
11362	Külső-csere	locality
11363	Szentannapuszta Tanya	hamlet
11364	Dedinská lúka	locality
11365	Hladovec	locality
11366	Huďagovská pustatina	locality
11367	Kapustnice	locality
11368	Malá Slatina	locality
11369	Mišov kút	locality
11370	Mlynská záhrada	locality
11371	Mlynský kút	locality
11372	Na mláke	locality
11373	Pažiť	locality
11374	Peťovský mlyn	locality
11375	Piesočná lúka	locality
11376	Piesočná pastva	locality
11377	Pod Brestínkou	locality
11378	Pod cintorínom	locality
11379	Pod kaštieľom	locality
11380	Päta	locality
11381	Veľká ráztoka	locality
11382	Veľký kút	locality
11383	Lyukas-dűlő	locality
11384	Fogház-dűlő	locality
11385	Száz-Kút-oldal	locality
11386	Ladányi-dűlő	locality
11387	Miklós-tag	locality
11388	Kecskés-dűlő	locality
11389	Száz-köblös	locality
11390	Nagyszállás-dűlő	locality
11391	KIs-Ludas-dűlő	locality
11392	Csorda-Páksom	locality
11393	Nyírjes-oldal	locality
11394	Nyírjes-dűlő	locality
11395	Igényelt-földek	locality
11396	Tar Péter-dűlő	locality
11397	Külső-csere	locality
11398	Gulya-kút	locality
11399	Győri-dűlő	locality
11400	Nagyfalusi Szőlő Part	locality
11401	Vas Kapu	locality
11402	Disznó-Rád-dűlő	locality
11403	Disznó-lapos	locality
11404	Butyka	locality
11405	Jármi	locality
11406	Hosszú út	locality
11407	Kalyi-hegy	locality
11408	Gyilkos-tábla	locality
11409	Bajzat-dűlő	locality
11410	Felsőpázsit-dűlő	locality
11411	Rakamazi Ipari Park (tervezett)	hamlet
11412	Száz-holdas	locality
11413	Hármas-halom	locality
11414	Nyírjes-tábla	locality
11415	Fekete-Szék	locality
11416	Kapus-hegy-dűlő	locality
11417	Óbester	locality
11418	Szelkó-dűlő	locality
11419	Ábri-dűlő	locality
11420	Majori-dűlő	locality
11421	Csajkó-dűlő	locality
11422	Kánya-hegy-dűlő	locality
11423	Nagy-rét-dűlő	locality
11424	Morotva-köze	locality
11425	Mogyorós-Gelind	locality
11426	Tyukod-Szalmaváros	suburb
11427	Mátracserpuszta	hamlet
11428	Tiszakóród-Kistanya	suburb
11429	Tiszakóród-Újkóródtanya	suburb
11430	Kisbicsérd	hamlet
11431	Vityapuszta	hamlet
11432	Dávidtanya	suburb
11433	Bukvék	hamlet
11434	Nagy-gabonakert	locality
11435	Vadalmás	locality
11436	Ronka-tető	locality
11437	Város-tag	locality
11438	Gacsal	locality
11439	Felhagyott kőbánya, rekultiváció alatt	locality
11440	Lőtér (éleslövészet!)	locality
11441	Galyagos-hegy	locality
11442	Virág-domb	locality
11443	Farkastanya	locality
11444	Birkásmajor	farm
11445	Hosszú-rét	locality
11446	Fehértói-domb	locality
11447	Vékony-berek	locality
11448	Kalapos-hegy	locality
11449	Szent András puszta	farm
11450	Egykori lesiklópálya	locality
11451	Fehér-köves	locality
11452	Felső-peres	locality
11453	Ménes-csapási-fenyves	locality
11454	Nagyhalál	locality
11455	Peres-vágás	locality
11456	Vadföld	locality
11457	Havasi-árok	locality
11458	Új-rét	locality
11459	Kettős-árok	locality
11460	Tacsi-árok	locality
11461	Paszabcsa	locality
11462	Kislapos	locality
11463	Bedőbokor-Felső	locality
11464	Ferenctag	locality
11465	Dömörkapui temető	locality
11466	Alsó Csipkés	locality
11467	Alsó-kút-völgy	locality
11468	Cigány-völgy	locality
11469	Cindróka-dűlő	locality
11470	Felső-Pinyér	locality
11471	Felsőspinyér	locality
11472	Fenyves-dűlő	locality
11473	Grónár	locality
11474	Kisgombás	locality
11475	Kordapuszta	locality
11476	Sejce	locality
11477	Szent Mihály-hegy	locality
11478	Téglaház-puszta	locality
11479	Zsobrák	locality
11480	Huszár-völgy	locality
11481	Izsákpuszta	hamlet
11482	Domboripuszta	hamlet
11483	Szekszárd-Ózsákpuszta	hamlet
11484	Tolna-Heislerpuszta	suburb
11485	Ezerangyal lovarda	farm
11486	Szálláspuszta	farm
11487	Rózsás	locality
11488	Bazs	locality
11489	Megyágó	locality
11490	Csoma dűlő	locality
11491	Jánoshalma-Kisráta	suburb
11492	Jánoshalma-Oncsa sor	suburb
11493	Kunfehértó-Erdőszél	suburb
11494	Sápa-rét	locality
11495	Rozsréti kaszáló	locality
11496	Imsósi-erdő	locality
11497	Újváros	suburb
11498	Átokháza	hamlet
11499	Krisztina major	locality
11500	Igrici-rét	locality
11501	Mándi-rét	locality
11502	Parkerdő	suburb
11503	Nagy-rét	locality
11504	Meződpuszta	locality
11505	Varga-lapos	locality
11506	Szarka-hegy	locality
11507	Máriatelep	hamlet
11508	Nagy-Rét	locality
11509	Hosszútó	locality
11510	Téglagyár	locality
11511	Bikazug	hamlet
11512	Furugy	suburb
11513	Királyteleki erdő	locality
11514	Sima-puszta	locality
11515	Kentaur-tanya	farm
11516	Északi Ipari Park	suburb
11517	Pallag-puszta	locality
11518	Puszta-domb	locality
11519	Rábelház	farm
11520	Sajókazinc	suburb
11521	Felsőbarcika	suburb
11522	Alsóbarcika	suburb
11523	Újkazinc	suburb
11524	Kertváros	suburb
11525	Herbolya	suburb
11526	Békeváros	suburb
11527	Belváros	suburb
11528	Május 1. telep	locality
11529	Sportpálya	locality
11530	Újkertváros	suburb
11531	Alsóváros	suburb
11532	Újváros	suburb
11533	Hegytető	locality
11534	Cseberki erdészet	farm
11535	Csermányihegy	farm
11536	Dózsatelep	hamlet
11537	Kopaszhegy	farm
11538	Mihálypuszta	farm
11539	Olajhegy	farm
11540	Petörkevölgy	hamlet
11541	Somogyszentimre	farm
11542	Szendihegy	farm
11543	Szendpuszta	farm
11544	Mészégető	locality
11545	Agostyáni-dűlő	locality
11546	Baji szőlőhegy	hamlet
11547	Szentandrási-hegy	locality
11548	Rózsadomb	suburb
11549	Nagygéc	suburb
11550	Pénzes-dűlő	locality
11551	Kun-lapos	locality
11552	Kálvária	locality
11553	Petesmalom	locality
11554	Bökekert	suburb
11555	Fáy András lakótelep	suburb
11556	Csűröskert	suburb
11557	Uraság tagja	suburb
11558	Bóni-tag	suburb
11559	Mester-rét	locality
11560	Nyírbátori Ipari Park	suburb
11561	Rózsakert	suburb
11562	Győrliget	suburb
11563	Váradi-tag	locality
11564	Bigecs-part	locality
11565	Zsörk	hamlet
11566	Kertváros	suburb
11567	Újtelep	suburb
11568	Keleti városrész	suburb
11569	Déli városrész	suburb
11570	Nyugati városrész	suburb
11571	Belváros	suburb
11572	Viszketes	locality
11573	Vilma tanya	farm
11574	Kőszoros	locality
11575	Tőserdő	hamlet
11576	Bagóhegy	hamlet
11577	Szarkahegy	farm
11578	Hetés	locality
11579	Kerek-tó	locality
11580	Urkom	locality
11581	Poklos-laposa	locality
11582	Dobi-telek	locality
11583	Telek-dűlő	locality
11584	Kétökör-halom	locality
11585	Nagy-Remeke	locality
11586	Nagy-Remeke	locality
11587	Cárdon	locality
11588	Bigecs-part	locality
11589	Nagy-Remeke	locality
11590	Nagy-Remeke	locality
11591	Akasztó-laposa	locality
11592	Verebes-dűlő	locality
11593	Rózsás	locality
11594	Széles-rét	locality
11595	Árpád-kert	locality
11596	Fertály	locality
11597	Antalmalom	farm
11598	Nagykő-rét	locality
11599	Rókás-tető	locality
11600	Ragány-tanya	farm
11601	Macskalyuk	locality
11602	Szegvári-kanyar	locality
11603	Agárd-puszta	hamlet
11604	Vásártér	locality
11605	Tanyamajor	farm
11606	Barackos	locality
11607	Orczy negyed	suburb
11608	Garancstető	suburb
11609	Darnó-hegy	locality
11610	Szömörke-völgy	locality
11611	Hidi-major	farm
11612	Pri Mrtvom Ipli	locality
11613	Dolné lúky	locality
11614	Domovinárske lúky	locality
11615	Dubaky	locality
11616	Konopnice	locality
11617	Konopnice	locality
11618	Kráľovská bašta	locality
11619	Maloipeľské lúky	locality
11620	Pod jamou	locality
11621	Pod somošom k mostu	locality
11622	Pri starom mlyne	locality
11623	Rigle	locality
11624	Staré ďatelinisko	locality
11625	Stredné lúky	locality
11626	Vlčí klin	locality
11627	Výpustok	locality
11628	Široké role u kríža	locality
11629	Široké zeme	locality
11630	Želiarske	locality
11631	Lúky	locality
11632	Močariny	locality
11633	Prútový ostrov	locality
11634	Rýľový hon	locality
11635	Sár-Virág	locality
11636	Köves-alja	locality
11637	Tipéd-alja	locality
11638	Napozórét	locality
11639	Ferences Ifjúsági Tanya (FIT)	farm
11640	Mácsa szállás	hamlet
11641	Klábertelep	hamlet
11642	Vízreszálló hely	locality
11643	Ipolytölgyesi vízmérce	locality
11644	vízre szálló hely	locality
11645	Acsaújlak	farm
11646	Latinkatelep	hamlet
11647	Nadalos	hamlet
11648	Mátéháza	hamlet
11649	Mártonszállás	hamlet
11650	Rózsa-sziget	island
11651	Szögállás (Régi kötélpálya maradványa)	locality
11652	Búzás	locality
11653	Páksom	locality
11654	Tekes-szeg	locality
11655	Pályi-legelő	locality
11656	Baktalórántházi Ipari Park	suburb
11657	Szúnyog tanya	farm
11658	Teleki	locality
11659	Verebes-dűlő	locality
11660	Lencsés-árok	locality
11661	Kusald-árok	locality
11662	Muret-völgy	locality
11663	Nagy-Kócsag	locality
11664	Szarvas	locality
11665	Barát	locality
11666	Szoporty	locality
11667	Perőc	locality
11668	Pengő	locality
11669	Görbe-Baksó	locality
11670	Szil-völgyi-árok	locality
11671	Téglás	locality
11672	Kis-Garai	locality
11673	Csepegő-dűlő	locality
11674	Róka-dűlő	locality
11675	Nyavaja	locality
11676	Pécsi-dűlő	locality
